task_id,robot_id,zone_id,assigned_at,started_at,completed_at,task_type,priority,status,items_count,distance_m,time_taken_min,efficiency_score,reassignment_count,order_id,batch_id,aisle_number,rack_level,weight_total_kg,error_flag
84093989,443800,220452,2025-08-05 15:47:06,2025-08-05 16:12:06,2025-08-05 18:40:06,Sort,4,Completed,322,37.4,148,0.877,0,34859484,9635529,13,2,5.37,0
90849295,449141,205716,2023-11-25 12:07:39,2023-11-25 13:41:39,2023-11-25 15:32:39,Cycle Count,4,Completed,39,14.54,111,0.448,0,31440390,5318832,23,7,26.2,0
33230536,402785,205969,2025-02-14 01:19:23,2025-02-14 02:47:23,2025-02-14 04:05:23,Pickup,5,Completed,188,108.08,78,0.95,2,16583526,9113421,3,4,37.82,0
67310327,458441,212996,2025-02-05 14:04:55,2025-02-05 15:02:55,2025-02-05 22:03:55,Sort,5,Completed,79,183.89,421,0.328,0,46543366,7426954,47,5,76.02,0
34731898,478305,208059,2025-02-23 04:47:48,2025-02-23 05:27:48,2025-02-23 10:47:48,Consolidate,4,Partial,148,69.73,320,0.55,0,32017565,6120082,46,1,11.02,0
69624440,474653,206925,2023-04-18 08:51:13,2023-04-18 10:05:13,2023-04-18 13:26:13,Replenish,3,Completed,395,9.19,201,0.994,0,26469089,7697450,33,1,34.91,0
73199539,402785,217505,2026-01-24 12:14:56,2026-01-24 13:30:56,2026-01-24 14:39:56,Putaway,3,Completed,154,35.32,69,0.702,0,41698826,2340877,17,3,33.88,0
86627785,441855,232907,2025-05-10 15:01:10,2025-05-10 16:09:10,2025-05-10 16:41:10,Pickup,2,Partial,261,90.43,32,0.482,0,47722295,9630610,42,4,23.76,0
81891390,496760,235659,2024-11-30 10:42:54,2024-11-30 11:15:54,2024-11-30 17:56:54,Pickup,4,Failed,269,18.4,401,0.68,2,69488108,1096649,30,6,22.2,0
96688186,458441,246274,2024-09-27 18:51:25,2024-09-27 19:33:25,2024-09-28 00:37:25,Pickup,2,Completed,10,23.62,304,0.775,0,85909716,5128331,38,6,24.85,0
46104333,491598,245938,2023-04-21 10:50:58,2023-04-21 12:45:58,2023-04-21 13:11:58,Cycle Count,4,Completed,9,145.56,26,0.869,0,27750296,2586837,18,6,23.42,0
98215143,441855,206925,2024-07-15 09:18:26,2024-07-15 09:25:26,2024-07-15 12:52:26,Putaway,5,Completed,139,30.13,207,0.797,3,60859801,1764837,25,3,18.65,0
12536508,425042,240291,2023-11-22 16:54:32,2023-11-22 18:31:32,2023-11-22 21:02:32,Transfer,2,In Progress,293,243.24,151,0.405,0,99812664,7913110,9,7,0.84,0
11017065,405699,208059,2025-04-15 09:13:56,2025-04-15 10:50:56,2025-04-15 17:16:56,Dropoff,3,Completed,479,3.31,386,0.879,0,39503212,9202347,27,3,135.51,0
93698462,436371,205969,2026-02-14 14:22:41,2026-02-14 15:30:41,2026-02-14 20:34:41,Dropoff,5,Failed,412,283.94,304,0.664,0,13574646,9646317,28,1,52.64,0
63043087,490269,225896,2024-06-20 17:43:50,2024-06-20 17:50:50,2024-06-20 22:55:50,Dropoff,2,Completed,212,13.61,305,0.323,0,93724002,7008898,24,3,13.66,0
96830874,467263,227751,2025-06-02 09:20:57,2025-06-02 09:23:57,2025-06-02 09:34:57,Pickup,4,Completed,149,32.53,11,0.87,2,17098756,4509807,18,1,6.73,0
60658041,458126,235212,2023-02-10 10:02:14,2023-02-10 10:05:14,2023-02-10 11:51:14,Dropoff,1,Completed,432,118.1,106,0.537,0,15241192,3371881,42,2,19.15,0
49254837,425202,237363,2023-02-22 03:52:23,2023-02-22 05:07:23,2023-02-22 12:10:23,Dropoff,4,Completed,445,134.33,423,0.909,0,12690917,2778638,37,1,3.9,0
20791915,441855,208059,2024-07-30 17:39:42,2024-07-30 19:33:42,2024-07-30 19:49:42,Pickup,2,Partial,402,126.13,16,0.497,0,98213700,1673778,6,4,0.02,0
16664207,425869,210830,2024-06-22 05:31:52,2024-06-22 06:33:52,2024-06-22 09:38:52,Dropoff,4,Completed,246,30.41,185,0.481,0,27397380,2635923,36,6,16.65,0
56848949,489596,209263,2026-03-16 09:06:05,2026-03-16 09:44:05,2026-03-16 10:31:05,Sort,3,Completed,243,102.33,47,0.418,0,19513596,7947876,17,5,53.65,0
60137280,486697,227057,2026-04-22 06:17:22,2026-04-22 07:42:22,2026-04-22 12:27:22,Pickup,3,Completed,257,26.34,285,0.506,0,11077882,5844145,27,5,145.05,0
19002745,482635,215159,2024-12-05 09:41:48,2024-12-05 11:15:48,2024-12-05 11:20:48,Pickup,2,Completed,415,107.14,5,0.637,0,25402018,7136685,46,5,41.45,0
93526762,478305,205716,2024-12-25 18:29:20,2024-12-25 19:40:20,2024-12-26 01:53:20,Sort,5,Failed,68,5.14,373,0.749,0,76054552,2757125,35,4,33.17,0
14267613,490269,207246,2024-07-12 14:21:26,2024-07-12 15:49:26,2024-07-12 18:31:26,Replenish,4,In Progress,363,41.67,162,0.587,0,88174157,1497862,33,2,4.57,1
77645850,491598,219630,2023-11-27 19:44:34,2023-11-27 20:02:34,2023-11-27 21:44:34,Sort,1,Completed,60,63.34,102,0.925,0,55224326,2388317,14,2,21.46,0
74471109,453225,235198,2023-09-28 17:49:28,2023-09-28 17:53:28,2023-09-28 20:17:28,Sort,3,Completed,155,37.55,144,0.398,0,82540567,6734409,16,4,20.67,0
34818258,458441,217505,2025-01-13 00:21:04,2025-01-13 00:32:04,2025-01-13 05:13:04,Pickup,3,In Progress,200,5.56,281,0.343,0,81400681,3503158,21,1,62.23,0
11484297,464853,211550,2026-01-19 23:31:14,2026-01-20 00:28:14,2026-01-20 03:41:14,Replenish,4,Completed,327,6.25,193,0.606,0,61250880,6403501,26,6,4.4,0
45683938,467263,206937,2024-10-21 11:26:21,2024-10-21 12:16:21,2024-10-21 14:25:21,Dropoff,4,Completed,190,24.2,129,0.59,1,98345991,1367503,11,2,10.24,0
95560696,470458,216408,2024-05-01 08:45:46,2024-05-01 09:26:46,2024-05-01 13:20:46,Sort,4,Partial,357,58.76,234,0.564,0,57679765,2661990,12,1,12.46,0
84673320,481169,225896,2025-01-26 13:16:03,2025-01-26 13:55:03,2025-01-26 17:51:03,Dropoff,4,Completed,85,10.7,236,0.733,0,23911135,5302050,19,5,41.94,0
22634264,444499,203407,2023-02-24 10:19:51,2023-02-24 12:11:51,2023-02-24 17:18:51,Dropoff,4,Cancelled,53,322.71,307,0.583,0,33068735,8664088,30,5,4.3,0
48802371,491598,206536,2025-08-05 21:27:29,2025-08-05 23:26:29,2025-08-06 07:12:29,Sort,3,Completed,2,20.59,466,0.315,0,11882063,3356774,27,6,9.72,0
32770590,482635,242832,2025-05-15 01:15:56,2025-05-15 02:17:56,2025-05-15 07:38:56,Dropoff,2,Completed,30,83.92,321,0.966,0,53873924,2016083,12,5,37.09,0
40690767,492908,217119,2024-10-11 03:35:26,2024-10-11 04:47:26,2024-10-11 05:02:26,Replenish,4,In Progress,20,27.02,15,0.407,0,48017841,2303426,35,5,4.29,0
94085162,475581,225644,2023-04-02 03:58:39,2023-04-02 04:36:39,2023-04-02 06:37:39,Pickup,1,Completed,215,8.6,121,0.952,0,31474317,1347130,41,1,66.81,0
11627155,430610,244872,2026-03-22 12:10:05,2026-03-22 14:01:05,2026-03-22 21:36:05,Dropoff,3,Completed,485,67.09,455,0.697,0,63909584,5900873,16,6,10.64,0
34115674,492624,206925,2025-05-29 12:20:27,2025-05-29 13:34:27,2025-05-29 18:12:27,Cycle Count,2,Completed,499,162.53,278,0.956,0,71538348,6290179,27,3,2.17,0
90981236,446378,216408,2025-02-23 21:38:20,2025-02-23 23:25:20,2025-02-24 06:45:20,Pickup,4,Partial,171,39.95,440,0.939,0,87080863,9022902,44,7,21.22,0
75379158,492908,232907,2024-04-26 03:31:53,2024-04-26 05:12:53,2024-04-26 06:13:53,Transfer,3,Partial,402,8.16,61,0.605,0,42975699,3474437,38,5,30.52,0
13391865,434124,210830,2023-12-30 20:47:35,2023-12-30 22:42:35,2023-12-31 02:34:35,Sort,4,Cancelled,1,53.94,232,0.826,0,89051403,4224886,10,6,34.35,0
91754379,449141,208059,2023-08-28 02:12:22,2023-08-28 03:55:22,2023-08-28 05:33:22,Transfer,4,Completed,315,39.42,98,0.35,0,72085769,8161593,23,3,45.47,0
44189624,453225,205716,2024-12-06 00:27:48,2024-12-06 02:12:48,2024-12-06 03:01:48,Putaway,4,Completed,428,83.27,49,0.642,0,45816310,6867942,37,3,11.19,0
29128610,446378,246274,2023-07-18 20:53:35,2023-07-18 21:24:35,2023-07-19 04:54:35,Dropoff,2,Completed,347,14.33,450,0.79,1,56877516,9123489,42,4,74.08,0
36419484,444499,206937,2024-06-13 20:05:35,2024-06-13 20:50:35,2024-06-13 22:46:35,Pickup,3,Cancelled,173,140.91,116,0.663,1,20426251,7895338,22,4,52.43,0
89222525,443800,222099,2026-01-06 08:37:03,2026-01-06 09:38:03,2026-01-06 10:55:03,Pickup,5,Cancelled,140,63.99,77,0.683,1,39601893,8917010,4,7,16.99,0
70525749,443800,209294,2023-09-11 08:16:38,2023-09-11 09:58:38,2023-09-11 12:58:38,Pickup,2,Cancelled,23,331.43,180,0.403,0,98461958,3134335,19,3,17.87,1
13157819,493771,249797,2024-04-26 02:24:21,2024-04-26 02:29:21,2024-04-26 02:53:21,Transfer,2,Completed,139,1.72,24,0.923,0,80352360,3445690,47,7,8.05,0
70897495,437920,217505,2023-08-15 07:26:49,2023-08-15 07:40:49,2023-08-15 10:47:49,Pickup,1,Completed,283,153.27,187,0.521,0,85116773,2704357,44,1,6.08,1
87240124,448716,245938,2023-04-29 19:43:41,2023-04-29 20:19:41,2023-04-30 01:27:41,Sort,3,Completed,71,253.58,308,0.988,0,71213330,8852770,22,1,2.18,1
14367792,461387,212996,2025-09-07 17:58:52,2025-09-07 18:10:52,2025-09-08 01:56:52,Pickup,1,Completed,21,55.66,466,0.413,0,16161837,4494394,42,5,39.17,0
77974690,404891,206925,2024-10-15 10:49:27,2024-10-15 12:38:27,2024-10-15 12:39:27,Dropoff,3,Completed,151,55.81,1,0.986,0,29525121,4456578,43,3,1.91,0
55692718,472285,219630,2026-02-18 03:39:35,2026-02-18 04:40:35,2026-02-18 11:43:35,Dropoff,4,Completed,260,31.57,423,0.882,1,75833685,5004411,47,4,5.33,0
83111755,496002,208059,2024-08-29 08:19:59,2024-08-29 09:29:59,2024-08-29 15:32:59,Sort,3,Completed,423,81.59,363,0.547,0,42553628,5942763,7,2,3.73,0
51036754,480297,210830,2025-02-22 22:26:11,2025-02-22 22:53:11,2025-02-23 03:33:11,Pickup,3,Completed,335,97.81,280,0.493,0,97975504,5250486,4,6,4.08,0
99857246,411586,245938,2023-05-21 19:40:00,2023-05-21 21:06:00,2023-05-22 02:33:00,Cycle Count,4,Completed,239,121.12,327,0.953,0,76579112,3562307,17,3,76.27,0
56880845,429290,235321,2023-02-02 05:49:53,2023-02-02 06:05:53,2023-02-02 10:53:53,Dropoff,5,In Progress,250,48.3,288,0.884,0,75122788,8941816,6,4,0.03,0
50681932,464853,239090,2024-11-09 10:17:11,2024-11-09 11:45:11,2024-11-09 12:03:11,Dropoff,2,Partial,187,116.28,18,0.422,0,98115210,8604954,8,5,3.54,0
62311473,453225,244872,2023-08-29 15:01:48,2023-08-29 15:34:48,2023-08-29 16:16:48,Sort,4,Failed,473,2.5,42,0.426,2,92682446,6282105,9,7,8.84,0
83514307,448716,227751,2024-02-02 00:23:07,2024-02-02 02:15:07,2024-02-02 08:44:07,Pickup,1,Completed,298,19.14,389,0.62,0,42635857,6309555,17,7,2.48,0
79187814,434124,227013,2025-11-30 05:54:23,2025-11-30 07:42:23,2025-11-30 13:19:23,Cycle Count,3,Completed,438,138.33,337,0.444,0,97211943,6376206,35,7,9.55,1
76072621,496002,232480,2025-05-08 13:00:39,2025-05-08 13:59:39,2025-05-08 17:34:39,Replenish,5,Completed,495,153.67,215,0.326,0,40528537,5381939,35,7,27.68,0
63682613,444499,221982,2025-10-18 11:50:54,2025-10-18 13:14:54,2025-10-18 17:01:54,Pickup,3,Completed,302,92.04,227,0.44,0,19187045,8286568,35,5,56.14,0
87200028,424940,240601,2024-03-31 02:41:45,2024-03-31 03:07:45,2024-03-31 04:26:45,Transfer,3,Completed,185,36.88,79,0.68,0,68465012,4520437,19,2,1.48,0
73063073,490633,227751,2025-10-18 17:16:18,2025-10-18 18:27:18,2025-10-19 00:46:18,Cycle Count,4,In Progress,34,1.14,379,0.346,4,76852212,6012966,23,4,51.24,0
47517826,407078,235212,2026-02-05 12:54:31,2026-02-05 12:57:31,2026-02-05 15:23:31,Sort,3,Completed,256,37.78,146,0.471,0,81125860,7081603,48,5,63.84,0
63810102,429174,247949,2023-03-11 03:05:45,2023-03-11 04:11:45,2023-03-11 06:01:45,Sort,4,Completed,464,56.03,110,0.41,0,38953412,9116249,45,7,9.55,0
25208141,461387,227013,2025-11-27 01:13:03,2025-11-27 01:16:03,2025-11-27 05:26:03,Pickup,3,Completed,96,3.49,250,0.68,0,36684490,1468273,6,3,14.26,1
73808166,446378,208994,2024-11-04 14:10:38,2024-11-04 16:09:38,2024-11-04 20:43:38,Dropoff,3,Completed,280,97.36,274,0.572,0,61623963,3714568,25,3,15.62,1
89787096,434124,212996,2024-04-25 18:28:13,2024-04-25 19:35:13,2024-04-25 21:23:13,Dropoff,3,Failed,468,48.58,108,0.477,0,40752494,8297326,25,4,5.76,0
73046100,475581,235198,2025-03-04 09:03:45,2025-03-04 10:44:45,2025-03-04 17:02:45,Replenish,2,In Progress,388,93.92,378,0.313,0,95022438,8487029,44,6,40.53,0
50633870,483879,216408,2024-09-07 17:02:31,2024-09-07 18:59:31,2024-09-07 20:35:31,Transfer,4,Failed,431,11.06,96,0.514,0,41332422,8071448,2,5,1.95,0
42668312,490269,206937,2025-01-19 11:05:43,2025-01-19 11:56:43,2025-01-19 16:51:43,Replenish,4,Completed,488,135.48,295,0.748,0,46314124,2588442,15,4,30.45,0
19142907,478305,235321,2023-02-05 06:35:50,2023-02-05 08:23:50,2023-02-05 15:36:50,Sort,5,Completed,244,148.13,433,0.55,1,91026776,8462839,21,6,1.77,0
62608720,489133,247949,2024-04-18 20:38:48,2024-04-18 22:11:48,2024-04-19 01:18:48,Replenish,4,Completed,77,28.14,187,0.72,0,27074511,3578672,47,5,14.5,0
35761035,458441,242742,2024-10-20 00:21:33,2024-10-20 01:47:33,2024-10-20 05:46:33,Replenish,2,Completed,434,204.12,239,0.391,0,62415730,7441739,29,4,1.03,0
98519541,493863,209294,2023-04-17 00:33:40,2023-04-17 01:46:40,2023-04-17 02:18:40,Cycle Count,2,Completed,269,84.46,32,0.375,0,50805438,7138496,1,5,29.14,0
15054245,489133,208059,2023-06-24 10:28:05,2023-06-24 11:52:05,2023-06-24 17:44:05,Putaway,3,Completed,293,40.22,352,0.76,1,70751741,4124376,44,5,94.1,0
69934306,408999,235659,2024-06-02 07:06:39,2024-06-02 08:48:39,2024-06-02 09:05:39,Sort,3,Completed,139,124.9,17,0.464,2,15455641,8811707,5,1,25.32,0
69487121,407078,244872,2023-05-16 17:54:09,2023-05-16 19:19:09,2023-05-16 20:35:09,Replenish,4,Completed,24,152.9,76,0.79,4,83531953,1458969,1,3,22.89,1
48200374,473737,210830,2025-01-14 03:06:54,2025-01-14 03:50:54,2025-01-14 08:05:54,Sort,3,Completed,401,74.43,255,0.51,3,34530853,7597524,18,3,7.81,0
31041921,436371,235321,2025-02-16 11:41:57,2025-02-16 13:27:57,2025-02-16 20:51:57,Sort,1,Completed,383,160.26,444,0.416,0,93315316,2950145,40,1,21.01,0
27387378,483879,208994,2025-01-16 15:36:21,2025-01-16 17:01:21,2025-01-16 20:48:21,Replenish,2,Completed,241,5.56,227,0.363,0,81397171,7782906,18,3,6.42,0
83109531,413972,221982,2025-06-13 00:15:14,2025-06-13 01:08:14,2025-06-13 05:42:14,Cycle Count,4,Completed,198,63.78,274,0.836,0,80358239,1542108,37,6,23.51,0
69078191,408999,235198,2024-09-01 16:20:22,2024-09-01 16:35:22,2024-09-01 17:47:22,Dropoff,4,Completed,179,105.82,72,0.727,0,89228130,4238712,25,7,14.26,1
95727056,483879,240601,2023-04-13 15:09:09,2023-04-13 15:11:09,2023-04-13 18:42:09,Replenish,3,Failed,118,10.69,211,0.528,0,35590826,9321275,6,4,56.54,0
60725113,467263,244872,2023-10-13 21:07:01,2023-10-13 22:58:01,2023-10-14 00:15:01,Transfer,4,Completed,205,40.89,77,0.361,0,16886678,7692232,12,5,22.55,0
74033221,34302,240291,2025-11-01 05:39:54,2025-11-01 06:22:54,2025-11-01 11:32:54,Dropoff,3,Completed,404,10.97,310,0.46,1,12817299,7982466,1,5,9.25,0
85054311,447979,227013,2023-07-22 18:10:35,2023-07-22 19:35:35,2023-07-22 23:32:35,Cycle Count,3,Failed,394,113.03,237,0.304,0,43676192,9830788,4,6,5.23,0
18565003,493771,227013,2025-06-23 16:44:46,2025-06-23 17:00:46,2025-06-23 17:16:46,Dropoff,3,Completed,89,188.85,16,0.907,0,41424040,4639139,18,5,42.7,0
34623620,486697,240601,2024-04-13 07:35:12,2024-04-13 09:26:12,2024-04-13 17:19:12,Putaway,3,Partial,369,285.19,473,0.656,0,30167124,8358749,22,1,94.85,1
77523691,470249,208059,2025-12-28 08:49:19,2025-12-28 09:32:19,2025-12-28 15:15:19,Pickup,2,Completed,212,210.73,343,0.674,0,44263349,6765381,45,2,12.24,0
86340950,489925,209294,2025-09-16 06:19:28,2025-09-16 07:19:28,2025-09-16 12:25:28,Pickup,4,Failed,36,11.88,306,0.484,0,15997457,6827073,9,7,14.97,1
14113136,434124,249237,2023-03-19 06:39:16,2023-03-19 07:09:16,2023-03-19 09:00:16,Sort,4,Partial,151,81.4,111,0.928,0,79035141,5417593,2,4,17.11,0
28872656,411586,239090,2024-04-05 20:05:47,2024-04-05 20:54:47,2024-04-05 22:38:47,Pickup,3,Completed,204,9.05,104,0.38,0,25735072,7059427,42,5,3.9,1
18296321,467263,232480,2026-02-17 16:14:47,2026-02-17 16:32:47,2026-02-17 21:36:47,Transfer,3,Completed,202,84.98,304,0.576,0,97617739,4652445,37,3,12.1,0
68637058,411586,232907,2023-01-27 19:58:26,2023-01-27 20:35:26,2023-01-28 03:44:26,Putaway,3,Completed,126,112.15,429,0.571,0,94766258,8792240,24,3,24.3,0
36648368,411586,210830,2023-05-12 15:27:52,2023-05-12 17:08:52,2023-05-12 17:40:52,Sort,5,Completed,256,150.55,32,0.56,0,29340161,7696694,29,3,2.79,0
70263981,489445,242742,2026-04-01 11:24:09,2026-04-01 12:03:09,2026-04-01 15:28:09,Dropoff,4,Completed,254,113.69,205,0.579,0,84059219,6189652,19,3,90.25,0
87824245,463487,222099,2024-09-03 07:32:05,2024-09-03 08:21:05,2024-09-03 10:18:05,Pickup,5,Partial,323,8.87,117,0.587,0,50045342,1700146,44,3,0.38,0
96746983,417668,247949,2026-01-14 23:52:58,2026-01-14 23:52:58,2026-01-15 07:35:58,Replenish,2,Cancelled,389,5.38,463,0.905,0,46888511,3307464,45,5,27.47,0
76849008,434124,240291,2023-12-01 21:04:23,2023-12-01 22:03:23,2023-12-01 23:38:23,Replenish,2,Failed,135,179.28,95,0.741,0,73253180,4277212,24,6,22.45,0
60496162,496760,216408,2023-09-07 20:46:17,2023-09-07 21:06:17,2023-09-08 01:20:17,Pickup,5,Completed,53,30.64,254,0.69,0,45368276,6645984,27,1,26.8,0
94405347,483879,211550,2024-11-02 21:46:44,2024-11-02 22:43:44,2024-11-03 04:18:44,Replenish,3,Completed,45,63.37,335,0.735,0,79787877,7431955,47,5,58.49,0
35278031,424940,249797,2025-11-08 12:15:49,2025-11-08 14:11:49,2025-11-08 17:48:49,Pickup,3,Failed,309,145.53,217,0.467,0,79582953,2529740,16,2,3.91,0
12570483,489596,216408,2025-01-18 11:08:00,2025-01-18 11:58:00,2025-01-18 17:26:00,Putaway,3,Completed,382,170.04,328,0.461,0,85177596,5250568,16,2,7.21,1
18037039,432796,240601,2024-10-01 12:11:05,2024-10-01 13:10:05,2024-10-01 18:44:05,Pickup,3,Failed,207,41.9,334,0.962,1,13068925,5226275,10,7,31.43,0
96899726,480494,242742,2025-06-16 14:08:41,2025-06-16 15:46:41,2025-06-16 17:33:41,Pickup,3,Completed,374,187.8,107,0.539,0,29704030,2489069,19,2,3.01,0
83355183,489596,217119,2024-01-07 18:21:25,2024-01-07 20:16:25,2024-01-07 23:29:25,Sort,1,Completed,402,37.29,193,0.717,0,83478814,8335456,41,3,20.92,0
12382492,489596,240291,2024-09-16 02:11:26,2024-09-16 02:22:26,2024-09-16 03:02:26,Replenish,3,Completed,86,99.98,40,0.678,4,28672306,5518661,38,1,28.83,0
63966852,425202,211550,2025-01-31 09:47:54,2025-01-31 10:36:54,2025-01-31 14:58:54,Pickup,3,Completed,226,40.18,262,0.411,0,84188622,5334523,18,1,75.29,1
36897604,475581,209294,2023-03-30 00:05:42,2023-03-30 00:20:42,2023-03-30 07:39:42,Pickup,3,Completed,110,1.95,439,0.881,0,39385378,5047347,14,3,27.71,1
54628154,486697,206536,2024-03-11 03:43:31,2024-03-11 04:38:31,2024-03-11 10:59:31,Replenish,2,Completed,354,353.09,381,0.835,0,74263828,5732242,11,1,72.77,0
99885314,407078,242832,2024-11-13 21:40:50,2024-11-13 22:01:50,2024-11-14 01:50:50,Pickup,1,Completed,280,33.66,229,0.58,0,71629072,9926002,27,6,21.94,0
53517851,443800,247949,2025-09-09 05:15:59,2025-09-09 06:03:59,2025-09-09 12:33:59,Pickup,4,Completed,57,29.75,390,0.482,3,50851767,5460812,4,4,33.59,0
54623169,443665,247949,2024-12-16 14:58:00,2024-12-16 14:59:00,2024-12-16 15:20:00,Dropoff,3,Completed,329,20.12,21,0.448,1,46861787,1015377,48,5,2.1,0
72213585,413972,206925,2024-11-22 13:32:40,2024-11-22 14:50:40,2024-11-22 22:26:40,Dropoff,3,Completed,21,8.15,456,0.341,0,77451036,9946155,30,6,39.91,0
77445791,420863,235212,2023-11-29 09:54:17,2023-11-29 11:18:17,2023-11-29 16:58:17,Sort,3,Completed,494,7.45,340,0.424,0,67522578,4159983,3,4,12.43,1
45149415,408999,240601,2025-01-28 02:08:35,2025-01-28 02:54:35,2025-01-28 10:52:35,Putaway,3,Partial,59,102.37,478,0.374,3,54762433,9362465,46,6,43.01,0
78643855,417867,205969,2024-06-15 11:06:27,2024-06-15 12:13:27,2024-06-15 13:36:27,Pickup,4,Completed,193,79.85,83,0.656,0,75273085,2455705,6,3,30.16,0
47375358,417867,249797,2025-02-12 05:20:17,2025-02-12 06:22:17,2025-02-12 08:24:17,Replenish,4,Partial,439,243.55,122,0.424,0,32161261,6409786,13,6,12.47,0
86993784,429174,238978,2024-07-10 02:45:26,2024-07-10 03:25:26,2024-07-10 03:37:26,Sort,1,Completed,185,85.82,12,0.766,0,74186097,7768561,32,4,2.39,0
39313907,490269,225896,2024-02-07 18:10:41,2024-02-07 18:33:41,2024-02-07 19:20:41,Dropoff,3,Partial,216,66.57,47,0.318,0,74865862,4042999,6,4,32.07,0
71617290,407078,207246,2025-07-21 08:19:16,2025-07-21 09:46:16,2025-07-21 12:02:16,Pickup,5,Completed,184,48.95,136,0.436,0,54344285,7716664,24,1,39.49,1
18806089,424502,217505,2024-03-07 11:31:05,2024-03-07 13:07:05,2024-03-07 13:24:05,Putaway,5,Completed,46,39.22,17,0.346,0,94153404,5919941,19,1,65.54,0
50732547,497132,225644,2024-07-14 15:54:06,2024-07-14 16:46:06,2024-07-14 20:49:06,Replenish,4,Completed,250,132.5,243,0.989,2,29216963,8019355,26,1,6.14,0
52590067,441855,239090,2025-03-17 22:30:46,2025-03-17 23:55:46,2025-03-18 02:54:46,Dropoff,5,Completed,479,150.1,179,0.572,0,43527099,7601686,7,4,5.99,0
37160069,407078,249237,2026-01-23 09:12:07,2026-01-23 10:22:07,2026-01-23 18:21:07,Replenish,3,Completed,115,64.03,479,0.464,1,11182820,3498613,38,1,41.69,0
59297888,409522,205969,2024-11-24 18:32:22,2024-11-24 18:53:22,2024-11-24 20:02:22,Cycle Count,3,Failed,345,389.48,69,0.514,0,87490328,3499062,43,1,16.75,0
21728805,403798,242742,2025-08-16 10:30:38,2025-08-16 11:24:38,2025-08-16 12:07:38,Sort,5,Completed,483,20.18,43,0.988,1,42512796,5363309,13,1,15.62,0
68061962,433576,240601,2026-01-08 01:04:45,2026-01-08 02:18:45,2026-01-08 02:50:45,Sort,2,Completed,246,19.07,32,0.655,3,30380260,6300111,20,1,19.6,0
40179736,404891,227057,2024-12-02 13:47:21,2024-12-02 15:25:21,2024-12-02 23:06:21,Pickup,4,Failed,48,99.65,461,0.815,1,61550063,1274757,33,1,2.25,0
72793892,458441,221982,2023-04-12 02:24:16,2023-04-12 02:34:16,2023-04-12 10:01:16,Pickup,2,Completed,165,31.6,447,0.585,0,22787082,6064914,48,6,13.75,0
62930775,463487,232907,2026-04-17 00:26:50,2026-04-17 00:39:50,2026-04-17 07:49:50,Sort,4,Partial,120,112.97,430,0.326,0,64804189,5406241,30,2,2.56,0
26253015,469113,205716,2025-03-01 14:06:51,2025-03-01 15:47:51,2025-03-01 22:45:51,Dropoff,3,Failed,68,57.17,418,0.467,1,75995255,2741492,4,5,58.09,1
79774366,449202,206925,2023-04-16 14:16:10,2023-04-16 14:25:10,2023-04-16 22:00:10,Sort,3,Failed,263,61.19,455,0.785,1,67706022,4635768,42,3,12.7,0
22858101,429290,211550,2026-02-28 20:34:25,2026-02-28 21:06:25,2026-03-01 04:19:25,Putaway,1,Completed,53,99.72,433,0.386,0,34054052,5079447,40,2,41.95,0
75240104,425042,227057,2026-01-27 08:47:35,2026-01-27 09:57:35,2026-01-27 12:58:35,Pickup,4,Completed,204,47.96,181,0.582,2,22801103,6875467,6,6,16.8,0
83849308,464853,217119,2023-05-09 13:44:25,2023-05-09 15:10:25,2023-05-09 18:56:25,Pickup,3,Completed,106,191.59,226,0.84,0,43755281,9269096,9,5,9.67,0
46704893,417867,240601,2025-04-29 20:38:49,2025-04-29 21:25:49,2025-04-30 03:54:49,Sort,4,Completed,448,29.7,389,0.348,0,56010136,4327514,23,5,2.54,0
15981330,474241,209294,2024-07-31 12:49:03,2024-07-31 14:10:03,2024-07-31 16:38:03,Transfer,3,Completed,69,69.28,148,0.653,0,53858448,1210700,26,7,5.62,1
90829002,496760,208059,2025-02-22 00:26:17,2025-02-22 02:13:17,2025-02-22 05:44:17,Sort,3,Completed,336,96.69,211,0.834,0,14250594,7231987,40,1,26.05,0
74075440,474241,235321,2024-05-06 03:10:46,2024-05-06 03:47:46,2024-05-06 04:09:46,Transfer,3,Completed,392,173.58,22,0.601,0,39219492,6205617,3,7,12.19,1
70807770,420863,235198,2025-04-28 09:03:35,2025-04-28 10:01:35,2025-04-28 10:29:35,Dropoff,4,Completed,462,17.3,28,0.428,0,41942317,4201855,10,3,6.59,0
16713426,447801,227013,2023-06-15 03:36:28,2023-06-15 05:11:28,2023-06-15 11:39:28,Pickup,3,Completed,150,4.02,388,0.468,0,93862808,4666205,46,6,28.21,1
90865294,493863,242742,2024-09-28 08:52:34,2024-09-28 10:48:34,2024-09-28 12:59:34,Sort,3,Failed,286,117.08,131,0.828,0,29175213,6737483,23,4,5.14,0
42378000,475267,214068,2023-06-09 08:32:12,2023-06-09 10:26:12,2023-06-09 13:34:12,Dropoff,4,Failed,160,5.06,188,0.34,0,83667213,7936735,43,5,39.7,0
14789869,404891,206937,2026-01-19 16:43:52,2026-01-19 17:01:52,2026-01-19 17:18:52,Dropoff,1,Failed,473,372.43,17,0.91,1,97840210,4101917,45,5,8.98,0
